,date,tmax,tmin,tavg,departure,HDD,CDD,precipitation,new_snow,snow_depth,tmax_c,tmin_c,tavg_c,departure_c
320,2019-11-17,44,31,37.5,-11.1,27,0,0,0,0,6.67,-0.56,3.06,-23.94
321,2019-11-18,43,38,40.5,-7.7,24,0,0.43,0.01,0,6.11,3.33,4.72,-22.06
322,2019-11-19,49,41,45.0,-2.9,20,0,0.2,0,0,9.44,5.0,7.22,-19.39
323,2019-11-20,49,41,45.0,-2.6,20,0,0,0,0,9.44,5.0,7.22,-19.22
324,2019-11-21,53,39,46.0,-1.3,19,0,0,0,0,11.67,3.89,7.78,-18.5
325,2019-11-22,54,39,46.5,-0.5,18,0,0.07,0,0,12.22,3.89,8.06,-18.06
326,2019-11-23,46,36,41.0,-5.6,24,0,0.02,0,0,7.78,2.22,5.0,-20.89
327,2019-11-24,48,40,44.0,-2.3,21,0,0.72,0,0,8.89,4.44,6.67,-19.06
328,2019-11-25,53,41,47.0,1.0,18,0,0,0,0,11.67,5.0,8.33,-17.22
329,2019-11-26,60,44,52.0,6.3,13,0,0,0,0,15.56,6.67,11.11,-14.28
330,2019-11-27,58,46,52.0,6.6,13,0,0.02,0,0,14.44,7.78,11.11,-14.11
331,2019-11-28,55,39,47.0,1.9,18,0,0,0,0,12.78,3.89,8.33,-16.72
332,2019-11-29,42,32,37.0,-7.8,28,0,0,0,0,5.56,0.0,2.78,-22.11
333,2019-11-30,44,32,38.0,-6.5,27,0,0,0,0,6.67,0.0,3.33,-21.39
334,2019-12-01,41,30,35.5,-8.7,29,0,0.56,0.2,0,5.0,-1.11,1.94,-22.61
335,2019-12-02,39,32,35.5,-8.4,29,0,0.4,0.3,0,3.89,0.0,1.94,-22.44
336,2019-12-03,38,32,35.0,-8.6,30,0,0.01,0.1,0.01,3.33,0.0,1.67,-22.56
337,2019-12-04,41,34,37.5,-5.8,27,0,0.01,0.01,0,5.0,1.11,3.06,-21.0
338,2019-12-05,43,38,40.5,-2.5,24,0,0,0,0,6.11,3.33,4.72,-19.17
339,2019-12-06,50,36,43.0,0.3,22,0,0.01,0,0,10.0,2.22,6.11,-17.61
340,2019-12-07,39,32,35.5,-6.9,29,0,0,0,0,3.89,0.0,1.94,-21.61
341,2019-12-08,44,28,36.0,-6.2,29,0,0,0,0,6.67,-2.22,2.22,-21.22
342,2019-12-09,56,41,48.5,6.6,16,0,1.8,0,0,13.33,5.0,9.17,-14.11
343,2019-12-10,58,40,49.0,7.4,16,0,0.17,0,0,14.44,4.44,9.44,-13.67
344,2019-12-11,41,32,36.5,-4.8,28,0,0.29,0.9,1,5.0,0.0,2.5,-20.44
345,2019-12-12,36,27,31.5,-9.5,33,0,0,0,0,2.22,-2.78,-0.28,-23.06
346,2019-12-13,47,32,39.5,-1.3,25,0,1.01,0,0,8.33,0.0,4.17,-18.5
347,2019-12-14,56,45,50.5,10.0,14,0,1.13,0,0,13.33,7.22,10.28,-12.22
348,2019-12-15,50,38,44.0,3.8,21,0,0,0,0,10.0,3.33,6.67,-15.67
349,2019-12-16,38,34,36.0,-3.9,29,0,0.08,0.01,0,3.33,1.11,2.22,-19.94
350,2019-12-17,37,33,35.0,-4.7,30,0,0.9,0.01,0,2.78,0.56,1.67,-20.39
351,2019-12-18,37,23,30.0,-9.4,35,0,0.04,0.5,0,2.78,-5.0,-1.11,-23.0
352,2019-12-19,27,18,22.5,-16.7,42,0,0.01,0.01,0.01,-2.78,-7.78,-5.28,-27.06
353,2019-12-20,34,24,29.0,-9.9,36,0,0,0,0,1.11,-4.44,-1.67,-23.28
354,2019-12-21,35,24,29.5,-9.1,35,0,0,0,0,1.67,-4.44,-1.39,-22.83
355,2019-12-22,47,30,38.5,0.1,26,0,0,0,0,8.33,-1.11,3.61,-17.72
356,2019-12-23,57,38,47.5,9.4,17,0,0,0,0,13.89,3.33,8.61,-12.56
357,2019-12-24,48,36,42.0,4.1,23,0,0,0,0,8.89,2.22,5.56,-15.5
358,2019-12-25,43,34,38.5,0.8,26,0,0,0,0,6.11,1.11,3.61,-17.33
359,2019-12-26,46,36,41.0,3.6,24,0,0,0,0,7.78,2.22,5.0,-15.78
360,2019-12-27,54,42,48.0,10.8,17,0,0.01,0,0,12.22,5.56,8.89,-11.78
361,2019-12-28,50,44,47.0,10.0,18,0,0,0,0,10.0,6.67,8.33,-12.22
362,2019-12-29,44,38,41.0,4.3,24,0,0.29,0,0,6.67,3.33,5.0,-15.39
363,2019-12-30,43,38,40.5,4.0,24,0,0.49,0,0,6.11,3.33,4.72,-15.56
364,2019-12-31,46,38,42.0,5.7,23,0,0.01,0,0,7.78,3.33,5.56,-14.61
